name,rating,card_type,position,nation,league,team,pace,shooting,passing,dribbling,defense,physicality
Lee Seung Gi,69,common,CM,Korea Republic,K League 1,Jeonbuk Hyundai,66,66,71,70,53,62
Iliman Ndiaye,69,rare,CAM,Senegal,EFL Championship,Sheffield Utd,80,63,61,75,33,56
Per Ciljan Skjelbred,69,common,CM,Norway,Eliteserien,Rosenborg BK,55,53,68,70,66,66
Ignacio Saavedra,69,conmebol-libertadores,CM,Chile,CONMEBOL Libertadores,Uni. Católica,66,57,62,70,59,74
Perparim Hetemaj,69,common,CM,Finland,Finnliiga,HJK Helsinki,68,61,69,70,68,73
Jacob Sørensen,69,common,CDM,Denmark,EFL Championship,Norwich,65,53,63,67,68,72
Joseph Lopy,69,rare,CDM,Senegal,Ligue 2 BKT,FCSM,71,63,61,65,65,79
Antoine Bernier,69,common,RM,Belgium,1A Pro League,RFC Seraing,81,62,63,73,36,63
Jack Colback,69,common,CDM,England,Premier League,Nott'm Forest,56,57,64,63,67,68
Javi Muñoz,69,common,CDM,Spain,LaLiga SmartBank,SD Eibar,69,63,68,70,62,67
Albert Adomah,69,common,RM,Ghana,EFL Championship,QPR,72,65,66,71,62,63
Franco Mussis,69,common,CDM,Argentina,Liga I,FC Botoșani,67,62,66,66,68,73
Cyril Mandouki,69,common,CDM,France,Ligue 2 BKT,Paris FC,51,54,64,66,67,75
Janio Bikel,69,common,CDM,Guinea-Bissau,Major League Soccer,Whitecaps FC,70,43,57,69,67,73
Cristian Benavente,69,conmebol-libertadores,CAM,Peru,CONMEBOL Libertadores,Alianza Lima,73,69,67,71,31,53
Isaac Mbenza,69,common,RM,Belgium,1A Pro League,Sp. Charleroi,82,67,67,69,36,61
Juan Leiva,69,conmebol-libertadores,CM,Chile,CONMEBOL Libertadores,Uni. Católica,72,61,69,70,49,70
Deian Sorescu,69,rare,RM,Romania,PKO Bank Polski Ekstraklasa,Raków,86,66,64,68,61,73
Riquelme,69,common,CAM,Spain,LaLiga Santander,Girona FC,75,65,65,72,38,49
Taras Romanczuk,69,rare,CDM,Poland,PKO Bank Polski Ekstraklasa,Jagiellonia,60,63,62,62,69,79
Tom Ince,69,common,RM,England,EFL Championship,Reading,77,65,64,71,37,56
Abdulaziz Al Bishi,69,rare,RM,Saudi Arabia,Rest of World,Al Ittihad,89,59,62,72,28,66
Andrew Nabbout,69,rare,RM,Australia,A-League,Melbourne City,80,67,63,68,44,78
Mehdi Léris,69,common,CM,France,Serie A TIM,Sampdoria,50,64,65,67,61,71
Jason Flores,69,conmebol-sudamericana,LM,Chile,CONMEBOL Sudamericana,Antofagasta,80,65,61,75,26,44
Jorge Grant,69,rare,CM,England,cinch Premiership,Hearts,67,65,70,70,57,67
Federico Navarro,69,common,CDM,Argentina,Major League Soccer,Chicago Fire FC,74,47,62,69,68,58
Adonis Preciado,69,conmebol-sudamericana,LM,Ecuador,CONMEBOL Libertadores,Barcelona SC,88,55,62,70,27,46
Wout Brama,69,common,CDM,Netherlands,Eredivisie,FC Twente,39,52,65,66,68,66
Jairo Concha,69,conmebol-libertadores,CAM,Peru,CONMEBOL Libertadores,Alianza Lima,72,68,66,69,45,64
Joshua Brillante,69,rare,CDM,Australia,A-League,Melb. Victory,58,56,64,65,65,81
Aleix Febas,69,common,CM,Spain,LaLiga SmartBank,Málaga CF,67,61,71,72,60,66
Endri Çekiçi,69,common,CAM,Albania,Süper Lig,Konyaspor,69,68,69,68,63,54
Robert Ljubicic,69,common,CDM,Austria,Liga Hrvatska,Dinamo Zagreb,69,57,65,69,64,72
Mohamed Daramy,69,rare,LM,Denmark,3F Superliga,F.C. København,87,59,60,73,25,70
Joseph Attamah,69,common,CDM,Ghana,Süper Lig,Kayserispor,65,46,57,61,69,76
Crysencio Summerville,69,rare,RM,Netherlands,Premier League,Leeds United,88,64,60,73,24,51
Graeme Shinnie,69,common,CDM,Scotland,EFL Championship,Wigan Athletic,61,55,66,66,67,73
Abdulelah Al Malki,69,common,CDM,Saudi Arabia,Rest of World,Al Hilal,69,58,63,65,66,74
Mehdi Chahiri,69,common,LM,France,Ligue 2 BKT,Paris FC,74,59,67,70,45,63
Kai Pröger,69,rare,RM,Germany,Bundesliga 2,Rostock,86,66,56,72,38,64
Isaac Cofie,69,common,CDM,Ghana,Süper Lig,Sivasspor,67,58,62,64,70,74
Álex Bermejo,69,common,LM,Spain,LaLiga SmartBank,Burgos CF,73,68,65,71,53,62
Pedro Tiba,69,common,CM,Portugal,Liga Portugal,Gil Vicente,61,64,68,70,57,74
Mathias Honsak,69,common,LM,Austria,Bundesliga 2,SV Darmstadt 98,80,63,61,69,50,71
Radosław Murawski,69,rare,CDM,Poland,PKO Bank Polski Ekstraklasa,Lech Poznań,76,57,66,70,64,73
Mauro Bogado,69,common,CDM,Argentina,Liga Profesional de Fútbol,Platense,54,64,69,66,63,67
Emanuel Cecchini,69,rare,CM,Argentina,Liga Profesional de Fútbol,Gimnasia,64,64,68,68,71,71
Miloš Ninković,69,common,CAM,Serbia,A-League,WS Wanderers,64,67,69,71,52,63
Fabrizio Caligara,69,common,CM,Italy,,,64,59,65,69,67,70
Dan Ndoye,69,common,RM,Switzerland,Credit Suisse Super League,FC Basel 1893,79,64,63,71,34,61
Ciro Rius,69,common,RM,Argentina,Liga Profesional de Fútbol,Atlético Tucumán,72,61,67,71,57,59
Ryan Woods,69,common,CDM,England,EFL Championship,Hull City,67,54,67,70,64,68
George Evans,69,common,CDM,England,EFL Championship,Millwall,62,61,64,62,68,69
Tosin Kehinde,69,rare,RM,Nigeria,3F Superliga,Randers FC,86,58,62,72,40,65
Luuk Brouwers,69,common,CDM,Netherlands,Eredivisie,FC Utrecht,66,59,64,64,66,74
Ola Brynhildsen,69,common,LM,Norway,Eliteserien,Molde FK,85,63,59,72,48,67
Pejiño,69,rare,RM,Spain,LaLiga SmartBank,UD Las Palmas,92,68,63,69,36,50
Wil Trapp,69,common,CDM,United States,Major League Soccer,Minnesota United,51,50,65,69,64,68
Julian Green,69,common,CAM,United States,Bundesliga 2,Fürth,70,67,65,74,33,60
Josh Onomah,69,common,CM,England,Premier League,Fulham,65,65,65,74,58,70
André Rømer,69,common,CDM,Denmark,Allsvenskan,IF Elfsborg,64,56,63,64,65,77
Anouar Ait El Hadj,69,rare,CAM,Belgium,1A Pro League,RSC Anderlecht,73,58,68,76,44,63
Marquinhos,69,rare,CAM,Brazil,,,84,67,62,74,27,68
Gabriel Gudiño,69,common,RM,Argentina,CONMEBOL Sudamericana,Huracán,80,66,64,68,57,60
Nicolai Poulsen,69,rare,CDM,Denmark,3F Superliga,Aarhus GF,54,50,64,66,64,79
Morgan Guilavogui,69,common,RM,Guinea,Ligue 2 BKT,Paris FC,80,65,64,68,30,60
Alexandru Păun,69,rare,CAM,Romania,Liga I,CFR Cluj,80,67,67,72,33,71
Aschraf El Mahdioui,69,common,CDM,Netherlands,Rest of World,Al Taawoun,65,52,69,69,62,67
Jonathan Iglesias,69,common,CDM,Uruguay,Ligue 2 BKT,Paris FC,54,59,68,65,65,64
Josip Vuković,69,common,CDM,Croatia,Liga Hrvatska,Hajduk Split,61,49,64,65,65,74
Róbert Mak,69,common,RM,Slovakia,A-League,Sydney FC,73,69,65,72,37,58
André Poko,69,common,CDM,Gabon,,,74,56,62,69,67,77
Neraysho Kasanwirjo,69,rare,RB,Netherlands,Eredivisie,FC Groningen,79,42,54,58,69,74
Quintillà,69,common,LB,Spain,Liga Portugal,Santa Clara,69,53,64,68,66,65
Daniel Lovitz,69,common,LWB,United States,Major League Soccer,Nashville SC,71,53,65,62,64,72
João Moutinho,69,common,LB,Portugal,Major League Soccer,Orlando City,68,37,63,66,67,68
Michael Rose,69,common,CB,Scotland,EFL Championship,Coventry City,68,39,58,60,69,73
Simon Strand,69,rare,LB,Sweden,Allsvenskan,IF Elfsborg,85,31,56,63,63,66
Di'Shon Bernard,69,common,CB,England,Premier League,Manchester Utd,68,40,52,58,67,79
Pacheco,69,common,CB,Spain,LaLiga Santander,Real Sociedad,52,22,50,48,70,64
Reeve Frosler,69,common,RB,South Africa,Chinese Football Association Super League,Kaizer Chiefs,72,40,61,68,65,56
Frederik Tingager,69,rare,CB,Denmark,3F Superliga,Aarhus GF,55,33,51,53,66,82
Luca Vignali,69,common,RWB,Italy,,,73,59,62,64,64,67
Bruno Gaspar,69,common,RB,Angola,Liga Portugal,Vitória SC,76,57,65,70,65,66
Jeppe Tverskov,69,common,CB,Denmark,3F Superliga,Odense BK,46,43,55,60,69,75
Lluís López,69,common,CB,Spain,LaLiga SmartBank,R. Zaragoza,65,36,56,61,70,71
Chrislain Matsima,69,common,CB,France,Ligue 1 Uber Eats,FC Lorient,55,34,48,55,69,71
Harry Pickering,69,common,LWB,England,EFL Championship,Blackburn Rovers,74,51,64,65,64,70
Hrvoje Smolčić,69,common,CB,Croatia,Bundesliga,Frankfurt,68,28,45,58,69,70
Ross McCrorie,69,rare,CB,Scotland,cinch Premiership,Aberdeen,77,53,61,65,66,82
Gianluca Di Chiara,69,common,LWB,Italy,,,75,37,60,63,63,75
Cristian Manea,69,common,RB,Romania,Liga I,CFR Cluj,78,48,61,63,65,73
Jeong Woon,69,rare,CB,Korea Republic,K League 1,Jeju United,75,57,65,65,69,73
Daniel Graovac,69,common,CB,Bosnia Herzegovina,Süper Lig,Kasımpaşa,58,40,57,50,67,77
Jonas Föhrenbach,69,common,LB,Germany,Bundesliga 2,Heidenheim,76,39,56,63,67,71
Scott Dann,69,common,CB,England,EFL Championship,Reading,31,40,48,48,71,64
Luca Zander,69,common,RB,Germany,Bundesliga 2,FC St. Pauli,75,37,59,63,65,66
Kim Kee Hee,69,common,CB,Korea Republic,K League 1,Ulsan Hyundai,63,43,59,50,68,77
Innocent Maela,69,rare,LB,South Africa,Chinese Football Association Super League,Orlando Pirates,69,39,47,66,70,60
Rick van Drongelen,69,common,CB,Netherlands,Bundesliga 2,Rostock,55,26,56,53,68,73
Youssouf Koné,69,common,LB,Mali,Ligue 1 Uber Eats,AC Ajaccio,75,46,63,70,65,69
Bruno Pittón,69,conmebol-libertadores,LB,Argentina,CONMEBOL Libertadores,CS Emelec,73,65,67,64,63,64
Filippo Scaglia,69,common,CB,Italy,,,55,28,45,52,71,73
Lefteris Lyratzis,69,common,RB,Greece,Hellas Liga,PAOK,78,47,61,66,65,69
Tymoteusz Puchacz,69,rare,LWB,Poland,Bundesliga,Union Berlin,86,64,60,68,62,77
Adnan Kovačević,69,common,CB,Bosnia Herzegovina,,,51,42,44,44,71,70
Lucas Galvão,69,rare,CB,Brazil,Österreichische Fußball-Bundesliga,FK Austria Wien,70,49,61,66,69,71
Josema,69,common,CB,Spain,LaLiga SmartBank,CD Leganés,57,37,53,52,69,72
Felix Beijmo,69,common,RB,Sweden,Allsvenskan,Malmö FF,80,39,55,62,63,74
Lautaro Blanco,69,common,LB,Argentina,CONMEBOL Sudamericana,Rosario Central,78,41,56,68,63,70
Clément Vidal,69,common,CB,France,Ligue 1 Uber Eats,AC Ajaccio,54,35,46,57,70,68
Aubrey Modiba,69,rare,LB,South Africa,,,82,56,67,72,65,49
Erik,69,rare,LB,Brazil,United Emirates League,Al Ain FC,84,49,64,70,61,70
Amadou Dante,69,rare,LB,Mali,Österreichische Fußball-Bundesliga,SK Sturm Graz,83,50,56,68,63,71
Alex Cochrane,69,common,LWB,England,cinch Premiership,Hearts,71,45,65,67,63,65
Diego Wayar,69,conmebol-libertadores,RB,Bolivia,CONMEBOL Libertadores,The Strongest,63,35,62,59,68,58
Beder Caicedo,69,conmebol-libertadores,LB,Ecuador,CONMEBOL Libertadores,Independiente DV,82,48,59,63,64,69
Pascal Stenzel,69,rare,CB,Germany,Bundesliga,VfB Stuttgart,52,59,65,66,71,68
Tomás Ribeiro,69,common,CB,Portugal,Credit Suisse Super League,Grasshopper Club,67,34,48,50,69,74
Mees de Wit,69,common,LB,Netherlands,Eredivisie,AZ,77,49,65,68,61,71
Cédric Zesiger,69,common,CB,Switzerland,Credit Suisse Super League,BSC Young Boys,62,32,47,46,70,77
Joel Pereira,69,common,RB,Portugal,PKO Bank Polski Ekstraklasa,Lech Poznań,70,41,68,66,64,65
Dimitri Lavalée,69,common,CB,Belgium,1A Pro League,KV Mechelen,65,29,61,64,67,69
Güray Vural,69,rare,LB,Turkey,Süper Lig,Antalyaspor,77,67,69,73,63,63
Robin Jansson,69,common,CB,Sweden,Major League Soccer,Orlando City,51,28,53,59,71,74
Sergi Cardona,69,common,LB,Spain,LaLiga SmartBank,UD Las Palmas,76,42,59,62,66,65
Tomás Cardona,69,conmebol-sudamericana,CB,Argentina,CONMEBOL Sudamericana,Defensa,47,41,47,57,68,77
Victor Kristiansen,69,common,LB,Denmark,3F Superliga,F.C. København,75,51,62,68,64,71
Facundo Sánchez,69,common,RB,Argentina,Hellas Liga,Panathinaikos,80,59,61,69,64,68
Tommaso D'Orazio,69,common,LB,Italy,,,74,62,61,68,62,66
Kasim Adams Nuhu,69,rare,CB,Ghana,Credit Suisse Super League,FC Basel 1893,64,42,54,55,67,80
Florentin Pogba,69,rare,CB,Guinea,,,59,41,58,56,67,82
Gonzalo Asís,69,conmebol-sudamericana,RB,Argentina,CONMEBOL Sudamericana,Independiente,77,44,61,69,66,71
Nikolas Ioannou,69,common,LB,Cyprus,,,71,42,55,63,67,73
Ayrton Costa,69,common,CB,Argentina,Liga Profesional de Fútbol,Platense,70,29,57,62,70,71
Francisco Gerometta,69,conmebol-sudamericana,RB,Argentina,CONMEBOL Sudamericana,Unión,78,50,56,68,63,70
Jamilu Collins,69,common,LB,Nigeria,EFL Championship,Cardiff City,78,36,58,70,66,68
Bill Tuiloma,69,common,CB,New Zealand,Major League Soccer,Portland Timbers,60,53,64,59,69,76
João Ferreira,69,common,RB,Portugal,Liga Portugal,Rio Ave,78,42,55,63,64,67
Filipe Relvas,69,rare,LB,Portugal,Liga Portugal,Portimonense SC,63,40,54,57,70,73
Nkosinathi Sibisi,69,rare,CB,South Africa,Chinese Football Association Super League,Orlando Pirates,73,37,53,50,72,71
Ezequiel Muñoz,69,conmebol-libertadores,CB,Argentina,CONMEBOL Libertadores,Estudiantes,51,31,48,49,70,70
Erick Wiemberg,69,conmebol-sudamericana,LB,Chile,CONMEBOL Sudamericana,Unión La Calera,76,52,63,70,62,74
Charles Traoré,69,common,LB,Mali,Ligue 1 Uber Eats,FC Nantes,68,33,54,64,70,75
Alcalá,69,rare,CB,Spain,LaLiga SmartBank,FC Cartagena,31,47,56,50,68,72
Andrés Andrade,69,rare,CB,Panama,Bundesliga 2,Arminia Bielefeld,72,51,59,64,68,75
Pedro Amaral,69,common,LB,Portugal,Liga Portugal,Rio Ave,73,46,55,67,68,64
Morgan Fox,69,common,LWB,Wales,EFL Championship,Stoke City,62,43,57,61,68,70
Uroš Radaković,69,common,CB,Serbia,Süper Lig,MKE Ankaragücü,52,33,45,44,69,76
Roberto Crivello,69,common,LB,Italy,,,72,44,60,64,64,66
Nicola Falasco,69,common,LB,Italy,,,71,59,65,68,66,73
Michael Ihiekwe,69,common,CB,England,EFL League One,Sheffield Wed,68,36,44,56,69,79
Lazaros Rota,69,common,RB,Greece,Hellas Liga,AEK Athens,76,41,58,66,62,69
Philip Heise,69,common,LB,Germany,Bundesliga 2,Karlsruher SC,68,61,68,67,62,74
Marcel Seegert,69,common,CB,Germany,3. Liga,SV Waldhof,66,39,54,59,68,75
Marc Valiente,69,common,CB,Spain,,,51,33,57,56,70,74
Luca Sosa,69,conmebol-sudamericana,CB,Argentina,CONMEBOL Libertadores,Barcelona SC,69,37,56,58,68,75
Romain Métanire,69,common,RB,Madagascar,Major League Soccer,Minnesota United,74,35,64,66,65,75
Jesper Verlaat,69,rare,CB,Netherlands,3. Liga,1860 München,53,26,47,55,68,77
Jordi Calavera,69,common,RB,Spain,LaLiga SmartBank,CD Lugo,80,55,61,65,63,77
Ben Wilmot,69,common,CB,England,EFL Championship,Stoke City,55,37,53,60,71,70
Anderson Arroyo,69,common,CB,Colombia,LaLiga SmartBank,D. Alavés,70,29,56,60,69,71
Jérémy Gélin,69,rare,CB,France,Ligue 2 BKT,Amiens SC,45,36,66,61,70,65
Abdallah Ndour,69,common,LB,Senegal,Ligue 2 BKT,FCSM,72,32,63,67,67,69
Gianluca Ferrari,69,rare,CB,Argentina,Liga Profesional de Fútbol,Godoy Cruz,73,40,56,61,67,74
Lorenz Assignon,69,common,RB,France,Ligue 1 Uber Eats,Stade Rennais FC,75,42,60,69,64,61
Vegar Eggen Hedenstad,69,common,RB,Norway,Eliteserien,Vålerenga Fotball,75,54,64,67,61,70
Gustavo Velázquez,69,rare,CB,Paraguay,CONMEBOL Sudamericana,Newell's,74,31,47,54,69,75
Luciano Gómez,69,common,RB,Argentina,CONMEBOL Libertadores,Argentinos Jrs.,79,60,63,71,63,65
Nuno Reis,69,common,CB,Portugal,A-League,Melbourne City,58,48,62,61,68,77
Steve Birnbaum,69,rare,CB,United States,Major League Soccer,D.C. United,34,31,45,51,68,85
Pep Chavarría,69,rare,LB,Spain,LaLiga Santander,Rayo Vallecano,83,48,62,67,62,74
Fran Karačić,69,common,RB,Australia,Calcio B,Brescia,81,46,62,66,62,74
Umut Meraş,69,common,LB,Turkey,Süper Lig,Beşiktaş,74,42,60,65,65,73
Ignasi Miquel,69,common,CB,Spain,LaLiga SmartBank,Granada CF,56,35,55,59,69,71
Sei Muroya,69,rare,RB,Japan,Bundesliga 2,Hannover 96,88,57,58,68,60,70
Yordi Vílchez,69,conmebol-libertadores,CB,Peru,CONMEBOL Libertadores,Alianza Lima,59,25,50,45,71,64
Djevencio van der Kust,69,rare,LWB,Netherlands,Eredivisie,FC Utrecht,87,40,54,66,61,59
Marco Thiede,69,common,RB,Germany,Bundesliga 2,Karlsruher SC,70,48,66,68,63,65
Rodri Tarín,69,rare,CB,Spain,LaLiga SmartBank,R. Oviedo,77,37,50,60,68,73
Keegan Rosenberry,69,common,CB,United States,Major League Soccer,Colorado Rapids,68,51,62,66,68,74
Yuri Ribeiro,69,common,LB,Portugal,PKO Bank Polski Ekstraklasa,Legia Warszawa,76,51,67,69,65,65
Dario Dumić,69,common,CB,Bosnia Herzegovina,Bundesliga 2,SV Sandhausen,46,49,55,46,68,74
Julian Korb,69,common,RWB,Germany,Bundesliga 2,Holstein Kiel,69,51,66,69,62,62
Germán Lanaro,69,conmebol-libertadores,CB,Argentina,CONMEBOL Libertadores,Uni. Católica,33,34,49,47,67,75
Chiedozie Ogbene,69,rare,RWB,Republic of Ireland,EFL Championship,Rotherham Utd,91,58,62,70,56,73
Andrew Farrell,69,rare,CB,United States,Major League Soccer,New England,75,48,64,66,68,78
Nikolas Dyhr,69,common,LWB,Denmark,3F Superliga,FC Midtjylland,81,55,62,67,62,67
Thomas Isherwood,69,rare,CB,Sweden,Bundesliga 2,SV Darmstadt 98,55,33,45,45,68,84
Matteo Ruggeri,69,rare,LWB,Italy,Serie A TIM,Bergamo Calcio,61,49,63,66,67,63
Kevin Wimmer,69,common,CB,Austria,Österreichische Fußball-Bundesliga,SK Rapid Wien,50,27,57,63,68,75
Mads Juel Andersen,69,common,CB,Denmark,EFL League One,Barnsley,47,34,45,50,69,77
Víctor Cabrera,69,common,CB,Argentina,CONMEBOL Libertadores,Tigre,66,39,57,59,69,72
Alex Bangura,69,rare,LB,Sierra Leone,Eredivisie,SC Cambuur,94,30,51,64,61,78
Maximilian Hofmann,69,common,CB,Austria,Österreichische Fußball-Bundesliga,SK Rapid Wien,61,39,51,51,68,76
Stephen Welsh,69,common,CB,Scotland,cinch Premiership,Celtic,68,28,54,62,69,73
DeAndre Yedlin,69,rare,RB,United States,Major League Soccer,Inter Miami CF,90,51,56,65,64,70
Benedikt Saller,69,common,RB,Germany,Bundesliga 2,Regensburg,75,53,65,66,64,66
Jonas Bager,69,rare,CB,Denmark,1A Pro League,Sp. Charleroi,72,31,49,56,69,75
Luis Binks,69,rare,CB,England,,,59,29,49,53,67,80
Montero,69,common,CB,Spain,Süper Lig,Beşiktaş,65,29,52,60,71,67
Christian Vilches,69,conmebol-sudamericana,CB,Chile,CONMEBOL Sudamericana,Unión La Calera,33,40,49,52,69,71
Toti Gomes,69,rare,CB,Portugal,Premier League,Wolves,76,47,60,61,69,72
Franklin Guerra,69,conmebol-sudamericana,CB,Ecuador,CONMEBOL Sudamericana,LDU Quito,63,43,51,60,69,73
Brecht Capon,69,rare,RWB,Belgium,1A Pro League,KV Oostende,66,69,66,65,67,69
Achraf Dari,69,common,CB,Morocco,Ligue 1 Uber Eats,Stade Brestois 29,62,31,49,51,71,69
Filippo Romagna,69,common,CB,Italy,Serie A TIM,Sassuolo,52,32,51,57,72,59
Mourtada Fall,69,rare,CB,Senegal,,,61,36,49,45,67,81
Williams Riveros,69,conmebol-libertadores,CB,Paraguay,CONMEBOL Libertadores,Cerro Porteño,63,39,50,53,69,72
Maximiliano Pereira,69,conmebol-sudamericana,RB,Uruguay,CONMEBOL Sudamericana,River Plate Montevideo,48,63,69,65,74,66
Antonio Barreca,69,common,LB,Italy,Calcio B,Cagliari,70,34,62,70,66,61
Brian Salvareschi,69,common,CB,Argentina,,,65,28,49,53,69,74
Greg Cunningham,69,common,LWB,Republic of Ireland,EFL Championship,Preston,63,54,64,68,68,72
Marcos López,69,common,LB,Peru,Eredivisie,Feyenoord,79,54,63,70,64,68
Sandy Walsh,69,common,RB,Netherlands,1A Pro League,KV Mechelen,65,37,62,64,68,72
Marius Høibråten,69,common,CB,Norway,Eliteserien,FK Bodø/Glimt,71,33,51,61,67,79
Gastón Sauro,69,common,CB,Argentina,Liga Profesional de Fútbol,Sarmiento,40,33,51,51,69,73
Mark McKenzie,69,rare,CB,United States,1A Pro League,KRC Genk,77,36,48,59,71,70
Mads Bech Sørensen,69,common,CB,Denmark,Ligue 1 Uber Eats,OGC Nice,53,34,53,58,69,73
Fran Gámez,69,common,RB,Spain,LaLiga SmartBank,R. Zaragoza,83,51,59,64,64,72
Lim Chai Min,69,common,CB,Korea Republic,Chinese Football Association Super League,Shenzhen FC,70,30,42,45,69,78
Stephan Ambrosius,69,common,CB,Ghana,Bundesliga 2,Karlsruher SC,70,30,45,52,68,75
Francesco Renzetti,69,common,LB,Italy,,,77,52,67,67,64,64
Kristoffer Haugen,69,common,LWB,Norway,Eliteserien,Molde FK,76,60,64,64,61,71
Alexandre Penetra,69,common,CB,Portugal,Liga Portugal,FC Famalicão,65,29,46,45,70,70
Leonel Quiñonez,69,conmebol-sudamericana,LB,Ecuador,CONMEBOL Libertadores,Barcelona SC,75,62,68,68,65,72
Marc-Francois Enoumba,69,conmebol-libertadores,CB,Bolivia,CONMEBOL Libertadores,Always Ready,81,58,58,61,68,74
Pablo Vázquez,69,common,CB,Spain,LaLiga SmartBank,FC Cartagena,59,32,49,45,70,70
Brian Blasi,69,rare,RB,Argentina,,,67,41,57,60,68,77
Sergio Mosquera,69,conmebol-libertadores,CB,Colombia,CONMEBOL Libertadores,Deportes Tolima,53,47,42,51,70,74
Kemar Lawrence,69,rare,LB,Jamaica,Major League Soccer,Minnesota United,84,47,62,65,63,75
Jason Kerr,69,rare,CB,Scotland,EFL Championship,Wigan Athletic,68,49,53,59,66,81
Christoph Klarer,69,common,CB,Austria,Bundesliga 2,Düsseldorf,56,36,48,49,70,70
Rob Atkinson,69,common,CB,England,EFL Championship,Bristol City,54,25,48,56,69,79
Scott Kennedy,69,rare,CB,Canada,Bundesliga 2,Regensburg,81,29,45,48,69,72
Fedor Kudryashov,69,common,CB,Russia,Süper Lig,Antalyaspor,70,45,60,63,69,75
Francisco Calvo,69,common,CB,Costa Rica,Süper Lig,Konyaspor,64,44,60,64,66,79
Marco Modolo,69,rare,CB,Italy,Calcio B,Venezia,59,45,49,48,68,79
Vincent Sasso,69,common,CB,France,Liga Portugal,Boavista FC,37,27,52,50,69,76
Lee Ki Je,69,rare,LWB,Korea Republic,K League 1,Suwon Samsung,74,57,65,65,62,72
Gilles Dewaele,69,common,RB,Belgium,1A Pro League,Standard Liège,71,61,60,57,65,70
Biagio Meccariello,69,common,CB,Italy,Calcio B,Spal,64,29,48,53,69,73
Ľubomír Šatka,69,common,CB,Slovakia,PKO Bank Polski Ekstraklasa,Lech Poznań,63,29,53,53,69,71
Jorge Arias,69,conmebol-sudamericana,CB,Colombia,CONMEBOL Sudamericana,Junior,73,49,61,60,67,81
Yulián Gómez,69,conmebol-sudamericana,LB,Colombia,CONMEBOL Sudamericana,Independiente Medellín,87,52,60,67,62,60
Micky van de Ven,69,rare,CB,Netherlands,Bundesliga,VfL Wolfsburg,80,43,56,60,68,74
Ruben Gabrielsen,69,rare,CB,Norway,Major League Soccer,Austin FC,68,48,46,52,68,84
Taylor Harwood-Bellis,69,common,CB,England,EFL Championship,Burnley,65,36,57,59,69,69
Mickaël Tirpan,69,common,RB,Belgium,Süper Lig,Kasımpaşa,75,53,63,64,66,67
Lalas Abubakar,69,common,CB,Ghana,Major League Soccer,Colorado Rapids,56,32,50,50,66,79
Nicolás Colazo,69,common,LB,Argentina,Liga Profesional de Fútbol,Gimnasia,73,63,70,69,62,67
Bafodé Diakité,69,common,CB,France,Ligue 1 Uber Eats,LOSC Lille,65,38,55,56,69,72
Nathan Thompson,69,rare,CB,England,EFL League One,Peterborough,70,38,54,62,68,80
Arturo Calabresi,69,common,CB,Italy,,,56,31,60,61,68,72
Paweł Olkowski,69,common,RWB,Poland,PKO Bank Polski Ekstraklasa,Górnik Zabrze,72,57,63,66,65,70
Kilian Fischer,69,common,RB,Germany,Bundesliga,VfL Wolfsburg,77,38,61,65,63,69
Cédric Kipré,69,rare,CB,Ivory Coast,EFL Championship,Cardiff City,68,35,49,46,67,82
Patrick Burner,69,common,RB,France,Ligue 2 BKT,Nîmes Olympique,80,55,61,70,63,73
Ionuț Nedelcearu,69,common,CB,Romania,,,61,46,52,57,69,78
Pomares,69,rare,LB,Spain,LaLiga SmartBank,R. Oviedo,76,53,59,59,64,79
Carlos Rodríguez,69,conmebol-sudamericana,CB,Uruguay,CONMEBOL Libertadores,Barcelona SC,57,38,46,50,69,77
Christoph Kobald,69,common,CB,Austria,Bundesliga 2,Karlsruher SC,67,26,54,54,70,70
Rúben Lima,69,common,LB,Portugal,Liga Portugal,FC Famalicão,69,56,65,68,68,67
Miguel Araujo,69,common,CB,Peru,Eredivisie,FC Emmen,63,36,49,58,69,73
Derrick Williams,69,common,CB,Republic of Ireland,Major League Soccer,LA Galaxy,66,46,58,63,66,78
Alec Deneumostier,69,conmebol-sudamericana,CB,Peru,CONMEBOL Sudamericana,FBC Melgar,58,29,48,46,70,63
Marwane Saadane,69,rare,CB,Morocco,Rest of World,Al Fateh,57,49,60,61,66,83
Rene Renner,69,common,LB,Austria,LIGA BBVA MX,LASK,81,61,64,67,62,66
Lachlan Jackson,69,rare,CB,Australia,K League 1,Suwon FC,53,26,40,45,70,77
Maxim De Cuyper,69,rare,LB,Belgium,,,74,66,67,67,59,66
Jacob Greaves,69,common,CB,England,EFL Championship,Hull City,70,31,51,57,68,75
Daiki Hashioka,69,common,RWB,Japan,1A Pro League,Sint-Truiden,73,59,64,64,63,75
Emanuel Olivera,69,common,CB,Argentina,CONMEBOL Libertadores,Atl. Nacional,68,43,50,55,70,73
Sergio,69,common,CB,Spain,LaLiga SmartBank,CD Leganés,54,35,52,49,72,61
Alessandro Zanoli,69,common,RB,Italy,,,69,36,58,65,68,67
Ryan Tafazolli,69,rare,CB,England,EFL League One,Wycombe,43,28,43,46,69,79
Juan David Cabal,69,rare,LB,Colombia,Serie A TIM,Hellas Verona,75,38,54,61,69,62
Raphael Rossi,69,rare,CB,Brazil,PKO Bank Polski Ekstraklasa,Radomiak Radom,77,36,49,55,69,76
